'id';'provinsi';'kabupaten_kota';'kecamatan';'longitude';'latitude'
44671;JAWA TIMUR;TRENGGALEK;PANGGUL;111.45678624725768;-8.230141600896088
44808;JAWA TIMUR;TRENGGALEK;POGALAN;111.73550749312948;-8.081104899000561
44701;JAWA TIMUR;TRENGGALEK;PULE;111.50495257119051;-8.127783920649831
44834;JAWA TIMUR;TRENGGALEK;SURUH;111.59715843340103;-8.110151109081562
44794;JAWA TIMUR;TRENGGALEK;TRENGGALEK;111.73169548295442;-8.050127284888388
44723;JAWA TIMUR;TRENGGALEK;TUGU;111.6675787421066;-7.999996542713108
44760;JAWA TIMUR;TRENGGALEK;WATULIMO;111.70265096977948;-8.273959154598158
50591;JAWA TIMUR;TUBAN;;111.89224221209692;-6.95341296867927
50636;JAWA TIMUR;TUBAN;BANCAR;111.70164804216904;-6.822613199993486
50621;JAWA TIMUR;TUBAN;BANGILAN;111.73596423343626;-6.958095645759711
50928;JAWA TIMUR;TUBAN;GRABAGAN;112.00770471960196;-7.024578943468828
50602;JAWA TIMUR;TUBAN;JATIROGO;111.6736225909588;-6.905526367380377
50781;JAWA TIMUR;TUBAN;JENU;112.02381335016788;-6.864778692050433
50592;JAWA TIMUR;TUBAN;KENDURUAN;111.66713448103584;-6.927572493538916
50706;JAWA TIMUR;TUBAN;KEREK;111.88151153715012;-6.899474053912816
50799;JAWA TIMUR;TUBAN;MERAKURAK;111.92945609554698;-6.833528775086925
50743;JAWA TIMUR;TUBAN;MONTONG;111.90880925716124;-6.93294642248977
50891;JAWA TIMUR;TUBAN;PALANG;112.132336329327;-6.907114266606235
50724;JAWA TIMUR;TUBAN;PARENGAN;111.8773223407542;-7.063792331268883
50872;JAWA TIMUR;TUBAN;PLUMPANG;112.06765512634068;-7.035404373161596
50819;JAWA TIMUR;TUBAN;RENGEL;111.99074404047978;-7.106870644143213
50836;JAWA TIMUR;TUBAN;SEMANDING;112.0609510909777;-6.951563600138198
50661;JAWA TIMUR;TUBAN;SENORI;111.71314304585634;-7.034874809378744
50693;JAWA TIMUR;TUBAN;SINGGAHAN;111.7622196043026;-7.00658398808322
50757;JAWA TIMUR;TUBAN;SOKO;111.9061533569714;-7.087475588833241
50674;JAWA TIMUR;TUBAN;TAMBAKBOYO;111.80302156152956;-6.856853954085069
50854;JAWA TIMUR;TUBAN;TUBAN;112.04994680987582;-6.901556532422607
50911;JAWA TIMUR;TUBAN;WIDANG;112.19246647762678;-7.006362646368407
44842;JAWA TIMUR;TULUNGAGUNG;;111.88776139792704;-8.113385269403883
45086;JAWA TIMUR;TULUNGAGUNG;BANDUNG;111.78319197585236;-8.14427361170803
45065;JAWA TIMUR;TULUNGAGUNG;BESUKI;111.74755444998092;-8.185233625123958
44858;JAWA TIMUR;TULUNGAGUNG;BOYOLANGU;111.94006791029204;-8.066535477144635
45076;JAWA TIMUR;TULUNGAGUNG;CAMPURDARAT;111.8618934500904;-8.144192495036387
44962;JAWA TIMUR;TULUNGAGUNG;GONDANG;111.79884693964848;-8.05620079789535
45047;JAWA TIMUR;TULUNGAGUNG;KALIDAWIR;111.93672686062604;-8.182766963611506
44948;JAWA TIMUR;TULUNGAGUNG;KARANGREJO;111.91007819469982;-7.99648573408059
44910;JAWA TIMUR;TULUNGAGUNG;KAUMAN;111.87864118499512;-8.035747817593341
44876;JAWA TIMUR;TULUNGAGUNG;KEDUNGWARU;111.91289858898816;-8.009031983821394
44896;JAWA TIMUR;TULUNGAGUNG;NGANTRU;111.92815798812676;-7.991603255325434
45001;JAWA TIMUR;TULUNGAGUNG;NGUNUT;112.02605959056274;-8.101956228473007
44924;JAWA TIMUR;TULUNGAGUNG;PAGERWOJO;111.76460660631884;-7.954312589494593
45105;JAWA TIMUR;TULUNGAGUNG;PAKEL;111.84279846145346;-8.14535110297997
45020;JAWA TIMUR;TULUNGAGUNG;PUCANGLABAN;112.00918304007268;-8.233400365494058
45030;JAWA TIMUR;TULUNGAGUNG;REJOTANGAN;112.02168986411247;-8.162056706984234
44936;JAWA TIMUR;TULUNGAGUNG;SENDANG;111.83045110790648;-7.928118732052291
44983;JAWA TIMUR;TULUNGAGUNG;SUMBERGEMPOL;111.95285281490833;-8.13098399796746
45125;JAWA TIMUR;TULUNGAGUNG;TANGGUNGGUNUNG;111.90675296179604;-8.272915454380108
44843;JAWA TIMUR;TULUNGAGUNG;TULUNGAGUNG;111.89255993087058;-8.056748565124476
60830;KALIMANTAN BARAT;;;111.12081375541072;-0.0865260165175799
62316;KALIMANTAN BARAT;BENGKAYANG;;109.57839986716549;1.0119529327336738
62344;KALIMANTAN BARAT;BENGKAYANG;BENGKAYANG;109.50555080602376;0.8273660064057188
62411;KALIMANTAN BARAT;BENGKAYANG;CAPKALA;109.0463750520991;0.6757052423649371
62364;KALIMANTAN BARAT;BENGKAYANG;JAGOI BABANG;109.89741845182004;1.382378162164358
62331;KALIMANTAN BARAT;BENGKAYANG;LEDO;109.60918972530528;0.9345354065552396
62444;KALIMANTAN BARAT;BENGKAYANG;LEMBAH BAWANG;109.26230872557689;0.9039688834570566
62427;KALIMANTAN BARAT;BENGKAYANG;LUMAR;109.49197066635725;0.9685553874748076
62371;KALIMANTAN BARAT;BENGKAYANG;MONTERADO;109.10425715916092;0.692264899606381
62323;KALIMANTAN BARAT;BENGKAYANG;SAMALANTAN;109.2938056884772;0.7537157000708828
62358;KALIMANTAN BARAT;BENGKAYANG;SANGGAU LEDO;109.66417811675043;1.1001972892538543
62351;KALIMANTAN BARAT;BENGKAYANG;SELUAS;109.77952828088618;1.2255364817719416
62418;KALIMANTAN BARAT;BENGKAYANG;SIDING;110.06689625190224;1.0721803816498368
62433;KALIMANTAN BARAT;BENGKAYANG;SUNGAI BETUNG;109.3840801749568;0.8342341015053863
62317;KALIMANTAN BARAT;BENGKAYANG;SUNGAI RAYA;108.96728767775902;0.5891002809046079
62438;KALIMANTAN BARAT;BENGKAYANG;SUNGAI RAYA KEPULAUAN;108.93818219943869;0.7336116435023852
62402;KALIMANTAN BARAT;BENGKAYANG;SUTI SEMARANG;109.77481464166428;0.9108101344740356
62383;KALIMANTAN BARAT;BENGKAYANG;TERIAK;109.50930195659583;0.7579109779751196
62453;KALIMANTAN BARAT;BENGKAYANG;TUJUH BELAS;109.80153504302956;1.0341505480446125
62010;KALIMANTAN BARAT;KAPUAS HULU;;112.80355038456062;0.825601362952651
62185;KALIMANTAN BARAT;KAPUAS HULU;BADAU;111.9775468099364;1.0106871002957991
62167;KALIMANTAN BARAT;KAPUAS HULU;BATANG LUPAR;112.26679200600802;1.0450634589275734
62031;KALIMANTAN BARAT;KAPUAS HULU;BIKA;112.8051078387247;0.6934806065278526
62259;KALIMANTAN BARAT;KAPUAS HULU;BOYAN TANJUNG;112.57861523731384;0.5851873067096198
62061;KALIMANTAN BARAT;KAPUAS HULU;BUNUT HILIR;112.50895943510086;0.8208999216784063
62073;KALIMANTAN BARAT;KAPUAS HULU;BUNUT HULU;112.81569807562958;0.4439598715041017
62040;KALIMANTAN BARAT;KAPUAS HULU;EMBALOH HILIR;112.61626822252056;0.965740268915886
62050;KALIMANTAN BARAT;KAPUAS HULU;EMBALOH HULU;112.53064300606351;1.0474014608009716
62178;KALIMANTAN BARAT;KAPUAS HULU;EMPANANG;111.80660637933062;0.837055505839378
62104;KALIMANTAN BARAT;KAPUAS HULU;HULU GURUNG;112.3560330147889;0.391872225138285
62089;KALIMANTAN BARAT;KAPUAS HULU;JONGKONG;112.30063406590251;0.5710049194340723
62241;KALIMANTAN BARAT;KAPUAS HULU;KALIS;112.8657117169294;0.6273176221687057
62276;KALIMANTAN BARAT;KAPUAS HULU;MENTEBAH;112.86424185157304;0.5257589165474377
62285;KALIMANTAN BARAT;KAPUAS HULU;PENGKADAN;112.42463208211277;0.5307416337519772
62309;KALIMANTAN BARAT;KAPUAS HULU;PURING KENCANA;111.6733656480761;1.0053212129858242
62224;KALIMANTAN BARAT;KAPUAS HULU;PUTUSSIBAU SELATAN;112.93323375283624;0.8505638120567675
62011;KALIMANTAN BARAT;KAPUAS HULU;PUTUSSIBAU UTARA;112.83913376432648;1.0282481609204852
62151;KALIMANTAN BARAT;KAPUAS HULU;SEBERUANG;112.07307021896526;0.4190528020450056
62120;KALIMANTAN BARAT;KAPUAS HULU;SELIMBAU;112.15699205066792;0.5259457245566855
62138;KALIMANTAN BARAT;KAPUAS HULU;SEMITAU;111.9741002241021;0.5548010022271244
62195;KALIMANTAN BARAT;KAPUAS HULU;SILAT HILIR;111.74238731433384;0.2623416056325858
62209;KALIMANTAN BARAT;KAPUAS HULU;SILAT HULU;112.04132720418538;0.2399647880575697
62297;KALIMANTAN BARAT;KAPUAS HULU;SUHAID;112.09341061641126;0.5101583699264813
62904;KALIMANTAN BARAT;KAYONG UTARA;;109.87536018917228;-1.104431734481187
62950;KALIMANTAN BARAT;KAYONG UTARA;KEPULAUAN KARIMATA;108.93308669291422;-1.5578744506388031
62937;KALIMANTAN BARAT;KAYONG UTARA;PULAU MAYA;109.47109608743558;-1.181401781282636
62943;KALIMANTAN BARAT;KAYONG UTARA;SEPONTI;109.7916853247053;-0.9057058824122382
62916;KALIMANTAN BARAT;KAYONG UTARA;SIMPANG HILIR;110.02603794343632;-1.1168492426110983
62905;KALIMANTAN BARAT;KAYONG UTARA;SUKADANA;110.06889059580344;-1.2045009505771178
62929;KALIMANTAN BARAT;KAYONG UTARA;TELUK BATANG;109.81925646084628;-0.9658607069940168
61306;KALIMANTAN BARAT;KETAPANG;;110.60543693030527;-1.632936277345717
61550;KALIMANTAN BARAT;KETAPANG;AIR UPAS;110.87087347942636;-2.22207962011684
61518;KALIMANTAN BARAT;KETAPANG;BENUA KAYONG;110.15445905780354;-1.8218678999345344
61499;KALIMANTAN BARAT;KETAPANG;DELTA PAWAN;109.9579947077843;-1.8125284587161032
61530;KALIMANTAN BARAT;KETAPANG;HULU SUNGAI;111.05234350563856;-1.2111785665465995
61476;KALIMANTAN BARAT;KETAPANG;JELAI HULU;110.8811858679033;-1.7926247161060571
61347;KALIMANTAN BARAT;KETAPANG;KENDAWANGAN;110.8962808040944;-2.666677696859232
61324;KALIMANTAN BARAT;KETAPANG;MANIS MATA;110.94801031362508;-2.1533112698295938
61313;KALIMANTAN BARAT;KETAPANG;MARAU;110.50950823950431;-2.11863239177365
61438;KALIMANTAN BARAT;KETAPANG;MATAN HILIR SELATAN;110.20278263720792;-2.144354136459772
61307;KALIMANTAN BARAT;KETAPANG;MATAN HILIR UTARA;110.11261285806248;-1.594889803262921
61509;KALIMANTAN BARAT;KETAPANG;MUARA PAWAN;110.1431016047894;-1.690196008298348
61417;KALIMANTAN BARAT;KETAPANG;NANGA TAYAP;110.37159938208374;-1.589475958049942
61569;KALIMANTAN BARAT;KETAPANG;PEMAHAN;110.54948466341908;-1.7623101259728169
61367;KALIMANTAN BARAT;KETAPANG;SANDAI;110.55906507124104;-1.1718491656669954
61543;KALIMANTAN BARAT;KETAPANG;SIMPANG DUA;110.17017518621212;-0.7832874372625559
61401;KALIMANTAN BARAT;KETAPANG;SIMPANG HULU;110.31869482334984;-0.5505237894520513
61560;KALIMANTAN BARAT;KETAPANG;SINGKUP;110.67991236132548;-2.328287278408628
61381;KALIMANTAN BARAT;KETAPANG;SUNGAI LAUR;110.53708004214909;-0.8246581771197086
61577;KALIMANTAN BARAT;KETAPANG;SUNGAI MELAYU RAYAK;110.37061639987236;-1.802525300599872
61450;KALIMANTAN BARAT;KETAPANG;TUMBANG TITI;110.53529224031875;-1.863613750806528
62954;KALIMANTAN BARAT;KUBU RAYA;;109.5403743950801;-0.3918268194642517
63008;KALIMANTAN BARAT;KUBU RAYA;BATU AMPAR;109.26510452251888;-0.6945844923460784
62976;KALIMANTAN BARAT;KUBU RAYA;KUALA MANDOR B;109.4597119847009;0.1702929176544562
63024;KALIMANTAN BARAT;KUBU RAYA;KUBU;109.418225020424;-0.3696314835909911
63045;KALIMANTAN BARAT;KUBU RAYA;RASAU JAYA;109.27604321961036;-0.228112413288894
62982;KALIMANTAN BARAT;KUBU RAYA;SUNGAI AMBAWANG;109.76036626571911;-0.0346839411516484
63067;KALIMANTAN BARAT;KUBU RAYA;SUNGAI KAKAP;109.2084710795739;-0.1304851600813322
62955;KALIMANTAN BARAT;KUBU RAYA;SUNGAI RAYA;109.41242715017476;-0.0849633840304483
63052;KALIMANTAN BARAT;KUBU RAYA;TELUK PAKEDAI;109.12974151076725;-0.4535872533855292
62997;KALIMANTAN BARAT;KUBU RAYA;TERENTANG;109.76093934088496;-0.3895452270952609
62458;KALIMANTAN BARAT;LANDAK;;109.76407733028064;0.5076819153061926
62524;KALIMANTAN BARAT;LANDAK;AIR BESAR;110.17533503091168;0.9302107210520372
62612;KALIMANTAN BARAT;LANDAK;BANYUKE HULU;109.55421123950734;0.6744613230214233
62598;KALIMANTAN BARAT;LANDAK;JELIMPO;110.00596875058147;0.1971401635374028
62580;KALIMANTAN BARAT;LANDAK;KUALA BEHE;109.94149923476743;0.5974032365158382
62506;KALIMANTAN BARAT;LANDAK;MANDOR;109.38876012099858;0.3087620739865837
62479;KALIMANTAN BARAT;LANDAK;MEMPAWAH HULU;109.38324199757908;0.6269767718733859
62497;KALIMANTAN BARAT;LANDAK;MENJALIN;109.40285453282104;0.4075112429621687
62541;KALIMANTAN BARAT;LANDAK;MENYUKE;109.61115552361902;0.5755306556630234
62573;KALIMANTAN BARAT;LANDAK;MERANTI;109.82455658971;0.7566902459644669
62459;KALIMANTAN BARAT;LANDAK;NGABANG;109.96908728070434;0.3923027919893251
62592;KALIMANTAN BARAT;LANDAK;SEBANGKI;109.56621745064588;0.2113165743939418
62558;KALIMANTAN BARAT;LANDAK;SENGAH TEMILA;109.74891898433184;0.4400779930571137
62620;KALIMANTAN BARAT;LANDAK;SOMPAK;109.49585171739729;0.4998137894769472
62723;KALIMANTAN BARAT;MELAWI;;111.72459705795964;-0.6304366772283837
62724;KALIMANTAN BARAT;MELAWI;BELIMBING;111.31577071745252;-0.5402422455787282
62884;KALIMANTAN BARAT;MELAWI;BELIMBING HULU;111.52020450722377;-0.4301660096670974
62760;KALIMANTAN BARAT;MELAWI;ELLA HILIR;112.0154980869087;-0.3422447953019217
62780;KALIMANTAN BARAT;MELAWI;MENUKUNG;112.13662377756856;-0.364249835422943
62742;KALIMANTAN BARAT;MELAWI;NANGA PINOH;111.8098445526034;-0.3879468641558772
62871;KALIMANTAN BARAT;MELAWI;PINOH SELATAN;111.88727134241684;-0.5201870914425814
62851;KALIMANTAN BARAT;MELAWI;PINOH UTARA;111.7619552504552;-0.2731125783530024
62800;KALIMANTAN BARAT;MELAWI;SAYAN;111.6874776734998;-0.7624033986517558
62832;KALIMANTAN BARAT;MELAWI;SOKAN;111.56855752982597;-1.0062922894181097
62819;KALIMANTAN BARAT;MELAWI;TANAH PINOH;111.46535667702663;-0.8668637515773631
62893;KALIMANTAN BARAT;MELAWI;TANAH PINOH BARAT;111.29792872545208;-0.6555859936791627
61044;KALIMANTAN BARAT;MEMPAWAH;;109.15495678136416;0.3520423847730676
61099;KALIMANTAN BARAT;MEMPAWAH;ANJONGAN;109.18008005748575;0.3225854321916566
61045;KALIMANTAN BARAT;MEMPAWAH;MEMPAWAH HILIR;108.94911328659502;0.3535842448691964
61112;KALIMANTAN BARAT;MEMPAWAH;MEMPAWAH TIMUR;108.96478429852228;0.3713282588879133
61105;KALIMANTAN BARAT;MEMPAWAH;SADANIANG;109.13953787997406;0.5849830114083872
61092;KALIMANTAN BARAT;MEMPAWAH;SEGEDONG;109.18449961658634;0.1764717060865879
61073;KALIMANTAN BARAT;MEMPAWAH;SIANTAN;;
61079;KALIMANTAN BARAT;MEMPAWAH;SUNGAI KUNYIT;108.92764901655303;0.5494184839119002
61063;KALIMANTAN BARAT;MEMPAWAH;SUNGAI PINYUH;109.10863064106;0.2814954403812111
61054;KALIMANTAN BARAT;MEMPAWAH;TOHO;109.21425145201349;0.4111015205187736
63081;KALIMANTAN BARAT;PONTIANAK;;;
63096;KALIMANTAN BARAT;PONTIANAK;PONTIANAK BARAT;;
63106;KALIMANTAN BARAT;PONTIANAK;PONTIANAK KOTA;;
63082;KALIMANTAN BARAT;PONTIANAK;PONTIANAK SELATAN;;
63112;KALIMANTAN BARAT;PONTIANAK;PONTIANAK TENGGARA;;
63088;KALIMANTAN BARAT;PONTIANAK;PONTIANAK TIMUR;;
63101;KALIMANTAN BARAT;PONTIANAK;PONTIANAK UTARA;;
60831;KALIMANTAN BARAT;SAMBAS;;109.34956822007872;1.423085782361469
60976;KALIMANTAN BARAT;SAMBAS;GALING;109.31905678788384;1.5654585202837197
60877;KALIMANTAN BARAT;SAMBAS;JAWAI;109.09434141964812;1.3864359117396607
61014;KALIMANTAN BARAT;SAMBAS;JAWAI SELATAN;109.02949267850536;1.2422179102315545
60949;KALIMANTAN BARAT;SAMBAS;PALOH;109.18037715900512;1.6057528468375366
60915;KALIMANTAN BARAT;SAMBAS;PEMANGKAT;108.99482278195688;1.1459632667882194
61001;KALIMANTAN BARAT;SAMBAS;SAJAD;109.40336405421472;1.388037493142102
60958;KALIMANTAN BARAT;SAMBAS;SAJINGAN BESAR;109.55308119514812;1.768059440004376
61033;KALIMANTAN BARAT;SAMBAS;SALATIGA;109.00766974729888;1.112365701215534
60832;KALIMANTAN BARAT;SAMBAS;SAMBAS;109.27812719863893;1.2810316553460614
61006;KALIMANTAN BARAT;SAMBAS;SEBAWI;109.19454592534544;1.27440995820894
60924;KALIMANTAN BARAT;SAMBAS;SEJANGKUNG;;
60937;KALIMANTAN BARAT;SAMBAS;SELAKAU;109.00093925422216;1.0757351393037329
61039;KALIMANTAN BARAT;SAMBAS;SELAKAU TIMUR;109.1649500636229;1.0271082839192816
60995;KALIMANTAN BARAT;SAMBAS;SEMPARUK;109.08369555406514;1.125341384228722
60964;KALIMANTAN BARAT;SAMBAS;SUBAH;109.47714171260164;1.0771917018414126
61024;KALIMANTAN BARAT;SAMBAS;TANGARAN;109.1378457053909;1.5762111234995129
60891;KALIMANTAN BARAT;SAMBAS;TEBAS;109.32267733893174;1.0493302252809331
60987;KALIMANTAN BARAT;SAMBAS;TEKARANG;109.12010760495392;1.25780286087241
60851;KALIMANTAN BARAT;SAMBAS;TELUK KERAMAT;109.21367573226688;1.3939108983329969
61121;KALIMANTAN BARAT;SANGGAU;;110.43072660297167;0.2686810965861169
61259;KALIMANTAN BARAT;SANGGAU;BALAI;110.1309155981898;0.096612043117816
61187;KALIMANTAN BARAT;SANGGAU;BEDUAI;110.30677015330384;0.7372360642147058
61177;KALIMANTAN BARAT;SANGGAU;BONTI;110.46900983469648;0.4328897180117799
61300;KALIMANTAN BARAT;SANGGAU;ENTIKONG;110.39726644517977;0.9198617561066742
61165;KALIMANTAN BARAT;SANGGAU;JANGKANG;110.82289437864922;0.5037130645963429
61122;KALIMANTAN BARAT;SANGGAU;KAPUAS;110.52833990345124;0.0282780209820575
61204;KALIMANTAN BARAT;SANGGAU;KEMBAYAN;110.47548142859654;0.5037522248347696
61280;KALIMANTAN BARAT;SANGGAU;MELIAU;110.54177735254986;-0.2113282214890669
61149;KALIMANTAN BARAT;SANGGAU;MUKOK;110.82867482732853;0.1502583762005047
61159;KALIMANTAN BARAT;SANGGAU;NOYAN;110.5038014093289;0.6893094691809507
61216;KALIMANTAN BARAT;SANGGAU;PARINDU;110.31539919860056;0.1384939260609948
61193;KALIMANTAN BARAT;SANGGAU;SEKAYAM;110.47400213999502;0.7435188589842391
61243;KALIMANTAN BARAT;SANGGAU;TAYAN HILIR;110.105187863543;0.0011045005907612
61231;KALIMANTAN BARAT;SANGGAU;TAYAN HULU;110.21420673825406;0.3376389864388166
61272;KALIMANTAN BARAT;SANGGAU;TOBA;110.15432354789353;-0.1366986423405878
62628;KALIMANTAN BARAT;SEKADAU;;110.94892649828714;-0.0171367393624206
62715;KALIMANTAN BARAT;SEKADAU;BELITANG;111.1841617561052;0.3062253903938887
62691;KALIMANTAN BARAT;SEKADAU;BELITANG HILIR;111.08446432061903;0.0592799069409614
62701;KALIMANTAN BARAT;SEKADAU;BELITANG HULU;111.11872157888568;0.4238847968351857
62677;KALIMANTAN BARAT;SEKADAU;NANGA MAHAP;110.76827417247628;-0.5526736058805579
62663;KALIMANTAN BARAT;SEKADAU;NANGA TAMAN;110.88788678338844;-0.4080801274891141
62629;KALIMANTAN BARAT;SEKADAU;SEKADAU HILIR;111.09945144784916;-0.0797184961207876
62647;KALIMANTAN BARAT;SEKADAU;SEKADAU HULU;110.96089440700104;-0.1752870211899129
63117;KALIMANTAN BARAT;SINGKAWANG;;;
63125;KALIMANTAN BARAT;SINGKAWANG;SINGKAWANG BARAT;;
63144;KALIMANTAN BARAT;SINGKAWANG;SINGKAWANG SELATAN;;
63118;KALIMANTAN BARAT;SINGKAWANG;SINGKAWANG TENGAH;;
63130;KALIMANTAN BARAT;SINGKAWANG;SINGKAWANG TIMUR;;
63136;KALIMANTAN BARAT;SINGKAWANG;SINGKAWANG UTARA;;
61589;KALIMANTAN BARAT;SINTANG;;112.05439324666692;0.0925955750394653
61919;KALIMANTAN BARAT;SINTANG;AMBALAU;113.20386290120358;-0.1324857202589538
61998;KALIMANTAN BARAT;SINTANG;BINJAI HULU;111.495314175887;0.2051239697553173
61772;KALIMANTAN BARAT;SINTANG;DEDAI;111.62154345438846;-0.0600723973342595
61804;KALIMANTAN BARAT;SINTANG;KAYAN HILIR;111.94087141654455;0.0648784664852737
61848;KALIMANTAN BARAT;SINTANG;KAYAN HULU;112.01781947892012;-0.0903970873405019
61953;KALIMANTAN BARAT;SINTANG;KELAM PERMAI;111.65623758336667;0.2190079578358262
61687;KALIMANTAN BARAT;SINTANG;KETUNGAU HILIR;111.51317701506404;0.5383395430831569
61742;KALIMANTAN BARAT;SINTANG;KETUNGAU HULU;110.82983689526124;0.8258944816231532
61712;KALIMANTAN BARAT;SINTANG;KETUNGAU TENGAH;111.43019353351066;0.9668889419641576
61647;KALIMANTAN BARAT;SINTANG;SEPAUK;111.19611370802478;0.030337018942638
61880;KALIMANTAN BARAT;SINTANG;SERAWAI;112.42731705891131;-0.3454270145371561
61590;KALIMANTAN BARAT;SINTANG;SINTANG;111.50704218415912;0.0807963078567568
61971;KALIMANTAN BARAT;SINTANG;SUNGAI TEBELIAN;111.54992450407508;-0.1107983167596928
61620;KALIMANTAN BARAT;SINTANG;TEMPUNAK;111.36690209831823;-0.3200183482362571
64871;KALIMANTAN SELATAN;;;115.4396110334946;-3.002060194486522
66799;KALIMANTAN SELATAN;BALANGAN;;;
66847;KALIMANTAN SELATAN;BALANGAN;AWAYAN;;
66871;KALIMANTAN SELATAN;BALANGAN;BATU MANDI;;
66822;KALIMANTAN SELATAN;BALANGAN;HALONG;;
66800;KALIMANTAN SELATAN;BALANGAN;JUAI;;
66890;KALIMANTAN SELATAN;BALANGAN;LAMPIHONG;;
66918;KALIMANTAN SELATAN;BALANGAN;PARINGIN;;
66935;KALIMANTAN SELATAN;BALANGAN;PARINGIN SELATAN;;
66952;KALIMANTAN SELATAN;BALANGAN;TEBING TINGGI;;
65244;KALIMANTAN SELATAN;BANJAR;;115.0799111067313;-3.320489160814725
65245;KALIMANTAN SELATAN;BANJAR;ALUH ALUH;114.52926582709073;-3.4780975300900483
65434;KALIMANTAN SELATAN;BANJAR;ARANIO;115.01352379832198;-3.4945574333453906
65370;KALIMANTAN SELATAN;BANJAR;ASTAMBUL;114.85917071372845;-3.306129959160464
65463;KALIMANTAN SELATAN;BANJAR;BERUNTUNG BARU;114.57461517940908;-3.488153534998322
65543;KALIMANTAN SELATAN;BANJAR;CINTAPURI DARUSSALAM;;
65279;KALIMANTAN SELATAN;BANJAR;GAMBUT;114.60561575973702;-3.4636451910371724
65343;KALIMANTAN SELATAN;BANJAR;KARANG INTAN;115.03685082246416;-3.437112142053346
65265;KALIMANTAN SELATAN;BANJAR;KERTAK HANYAR;114.65774149242333;-3.378187973972547
65316;KALIMANTAN SELATAN;BANJAR;MARTAPURA;114.87091021612626;-3.4088890289644405
65476;KALIMANTAN SELATAN;BANJAR;MARTAPURA BARAT;;
65490;KALIMANTAN SELATAN;BANJAR;MARTAPURA TIMUR;114.86457781160348;-3.39573830199498
65447;KALIMANTAN SELATAN;BANJAR;MATARAMAN;115.01763720232626;-3.2822317630373203
65519;KALIMANTAN SELATAN;BANJAR;PARAMASAN;115.42637549110503;-3.017415611369562
65409;KALIMANTAN SELATAN;BANJAR;PENGAROM;;
65511;KALIMANTAN SELATAN;BANJAR;SAMBUNG MAKMUR;115.13997375924842;-3.216722691784901
65393;KALIMANTAN SELATAN;BANJAR;SIMPANG EMPAT;115.07430154002708;-3.26082730564862
65422;KALIMANTAN SELATAN;BANJAR;SUNGAI PINANG;115.27823491791716;-3.186852869868772
65294;KALIMANTAN SELATAN;BANJAR;SUNGAI TABUK;114.7187602175276;-3.3356087426558227
65529;KALIMANTAN SELATAN;BANJAR;TATAH MAKMUR;114.58853709356964;-3.3843386632206545
65524;KALIMANTAN SELATAN;BANJAR;TELAGA BAUNTUNG;115.23094743370004;-3.095051149262548
67023;KALIMANTAN SELATAN;BANJARBARU;;;
67039;KALIMANTAN SELATAN;BANJARBARU;BANJARBARU SELATAN;;
67034;KALIMANTAN SELATAN;BANJARBARU;BANJARBARU UTARA;;
67029;KALIMANTAN SELATAN;BANJARBARU;CEMPAKA;;
67024;KALIMANTAN SELATAN;BANJARBARU;LANDASAN ULIN;;
67044;KALIMANTAN SELATAN;BANJARBARU;LIANG ANGGANG;;
66965;KALIMANTAN SELATAN;BANJARMASIN;;;
66989;KALIMANTAN SELATAN;BANJARMASIN;BANJARMASIN BARAT;;
66966;KALIMANTAN SELATAN;BANJARMASIN;BANJARMASIN SELATAN;;
67010;KALIMANTAN SELATAN;BANJARMASIN;BANJARMASIN TENGAH;;
66979;KALIMANTAN SELATAN;BANJARMASIN;BANJARMASIN TIMUR;;
66999;KALIMANTAN SELATAN;BANJARMASIN;BANJARMASIN UTARA;;
65555;KALIMANTAN SELATAN;BARITO KUALA;;;
65620;KALIMANTAN SELATAN;BARITO KUALA;ALALAK;;
65604;KALIMANTAN SELATAN;BARITO KUALA;ANJIR MUARA;;
65588;KALIMANTAN SELATAN;BARITO KUALA;ANJIR PASAR;;
65687;KALIMANTAN SELATAN;BARITO KUALA;BAKUMPAI;;
65729;KALIMANTAN SELATAN;BARITO KUALA;BARAMBAI;;
65664;KALIMANTAN SELATAN;BARITO KUALA;BELAWANG;;
65678;KALIMANTAN SELATAN;BARITO KUALA;CERBON;;
65766;KALIMANTAN SELATAN;BARITO KUALA;JEJANGKIT;;
65697;KALIMANTAN SELATAN;BARITO KUALA;KURIPAN;;
65639;KALIMANTAN SELATAN;BARITO KUALA;MANDASTANA;;
65741;KALIMANTAN SELATAN;BARITO KUALA;MARABAHAN;;
65719;KALIMANTAN SELATAN;BARITO KUALA;MEKARSARI;;
65654;KALIMANTAN SELATAN;BARITO KUALA;RANTAU BADAUH;;
65707;KALIMANTAN SELATAN;BARITO KUALA;TABUKAN;;
65556;KALIMANTAN SELATAN;BARITO KUALA;TABUNGANEN;;
65571;KALIMANTAN SELATAN;BARITO KUALA;TAMBAN;;
65752;KALIMANTAN SELATAN;BARITO KUALA;WANARAYA;;
65922;KALIMANTAN SELATAN;HULU SUNGAI SELATAN;;;
65972;KALIMANTAN SELATAN;HULU SUNGAI SELATAN;ANGKINANG;;
66074;KALIMANTAN SELATAN;HULU SUNGAI SELATAN;DAHA BARAT;;
66015;KALIMANTAN SELATAN;HULU SUNGAI SELATAN;DAHA SELATAN;;
66032;KALIMANTAN SELATAN;HULU SUNGAI SELATAN;DAHA UTARA;;
