'id_waktu';'id_lokasi';'id_unit_ternak';'jenis_kelamin';'tipe_ternak';'tipe_usia';'jumlah_lahir';'jumlah_mati';'jumlah_masuk';'jumlah_keluar';'jumlah';'created_dt';'modified_dt'
7;46199;999;'';'';'';;;;;97224;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;46426;999;'';'';'';;;;;50259;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;46706;999;'';'';'';;;;;92554;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;46949;999;'';'';'';;;;;40185;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;47192;999;'';'';'';;;;;50614;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;48091;999;'';'';'';;;;;31617;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;48786;999;'';'';'';;;;;135590;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;49114;999;'';'';'';;;;;122698;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;49641;999;'';'';'';;;;;41747;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;49895;999;'';'';'';;;;;78577;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;50132;999;'';'';'';;;;;117742;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;50591;999;'';'';'';;;;;118797;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;50940;999;'';'';'';;;;;100184;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;51442;999;'';'';'';;;;;67602;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;51817;999;'';'';'';;;;;72225;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52117;999;'';'';'';;;;;45994;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52318;999;'';'';'';;;;;65171;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52521;999;'';'';'';;;;;148683;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52883;999;'';'';'';;;;;139905;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52933;999;'';'';'';;;;;143184;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;52958;999;'';'';'';;;;;241917;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53021;999;'';'';'';;;;;66145;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53056;999;'';'';'';;;;;73838;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53095;999;'';'';'';;;;;49917;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53117;999;'';'';'';;;;;71155;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53148;999;'';'';'';;;;;1747;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;53334;999;'';'';'';;;;;7650;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;44157;999;'';'';'';;;;;147800;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;44341;999;'';'';'';;;;;194584;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;44670;999;'';'';'';;;;;383369;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;44842;999;'';'';'';;;;;191915;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;46199;999;'';'';'';;;;;103645;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;46426;999;'';'';'';;;;;51264;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;46706;999;'';'';'';;;;;118068;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;46949;999;'';'';'';;;;;43898;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;47192;999;'';'';'';;;;;73780;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;48091;999;'';'';'';;;;;32169;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;48786;999;'';'';'';;;;;122269;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;49114;999;'';'';'';;;;;122768;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;49641;999;'';'';'';;;;;38376;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;49895;999;'';'';'';;;;;82763;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;50132;999;'';'';'';;;;;122961;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;50591;999;'';'';'';;;;;127898;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;50940;999;'';'';'';;;;;102115;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;51442;999;'';'';'';;;;;70029;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;51817;999;'';'';'';;;;;73003;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52117;999;'';'';'';;;;;46182;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52318;999;'';'';'';;;;;66398;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52521;999;'';'';'';;;;;150156;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52883;999;'';'';'';;;;;141811;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52933;999;'';'';'';;;;;143002;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;52958;999;'';'';'';;;;;249164;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
8;53021;999;'';'';'';;;;;69349;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
